learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead,splits
1000.0,0.0,0.0,1000.0,65.10000000000001,64.24169336586077,15.291262135922343,56.96670776818743,1000.0,76544.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
2000.0,0.0,0.0,2000.0,69.5,66.02356516401706,41.23314065510596,54.54545454545453,2000.0,137520.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0
3000.0,0.0625,3.945962008502748E-9,3000.0,71.5,69.83743967487935,26.73521850899742,61.48648648648648,3000.0,244048.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
4000.0,0.140625,1.2608232080108588E-8,4000.0,73.5,73.35371187821139,5.01792114695341,70.87912087912088,4000.0,428592.0,21.0,11.0,11.0,6.0,0.0,0.0,1.0,10.0
5000.0,0.15625,1.4375610690977838E-8,5000.0,75.3,75.22942864220164,27.777777777777775,73.23943661971832,5000.0,437232.0,21.0,11.0,11.0,6.0,0.0,0.0,1.0,10.0
6000.0,0.234375,2.414317956815163E-8,6000.0,60.199999999999996,60.17283787543104,13.665943600867669,58.92672858617131,6000.0,483280.0,21.0,11.0,11.0,6.0,0.0,0.0,1.0,10.0
7000.0,0.34375,3.155793011602428E-8,7000.0,57.49999999999999,56.05281934089569,12.73100616016426,47.852760736196316,7000.0,262048.0,19.0,6.0,5.0,3.0,0.0,0.0,1.0,13.0
8000.0,0.34375,3.155793011602428E-8,8000.0,66.8,65.25357563731431,27.352297592997814,59.16359163591637,8000.0,303928.0,25.0,9.0,8.0,4.0,0.0,0.0,1.0,16.0
9000.0,0.40625,3.785664577864938E-8,9000.0,63.4,60.65366517559107,29.069767441860467,52.8957528957529,9000.0,389560.0,25.0,9.0,8.0,4.0,0.0,0.0,1.0,16.0
10000.0,0.421875,3.9431324694305656E-8,10000.0,75.3,75.3,39.16256157635468,75.0,10000.0,389560.0,25.0,9.0,8.0,4.0,0.0,0.0,1.0,16.0
11000.0,0.421875,3.9431324694305656E-8,11000.0,62.7,62.55869652066901,20.806794055201692,61.2668743509865,11000.0,389560.0,25.0,9.0,8.0,4.0,0.0,0.0,1.0,16.0
12000.0,0.421875,3.9431324694305656E-8,12000.0,65.3,64.70847881339125,26.6384778012685,59.1283863368669,12000.0,434880.0,29.0,11.0,10.0,5.0,0.0,0.0,1.0,18.0
13000.0,0.4375,4.1572849214490917E-8,13000.0,64.4,64.05075306603655,29.644268774703562,58.36257309941521,13000.0,529792.0,33.0,13.0,12.0,5.0,0.0,0.0,1.0,20.0
14000.0,0.515625,5.2229378424170944E-8,14000.0,64.4,63.598363153363366,44.20062695924765,58.459743290548424,14000.0,527264.0,35.0,14.0,13.0,6.0,0.0,0.0,1.0,21.0
15000.0,0.546875,5.655136192217469E-8,15000.0,71.6,71.21625511316876,50.17543859649122,68.40934371523916,15000.0,534608.0,35.0,14.0,13.0,6.0,0.0,0.0,1.0,21.0
16000.0,0.546875,5.655136192217469E-8,16000.0,81.39999999999999,81.39307822509974,-111.36363636363652,80.8049535603715,16000.0,631384.0,39.0,16.0,15.0,7.0,0.0,0.0,1.0,23.0
17000.0,0.625,7.030502375629213E-8,17000.0,82.0,81.96201199726623,-267.34693877551,80.41349292709467,17000.0,680504.0,41.0,17.0,16.0,7.0,0.0,0.0,1.0,24.0
18000.0,0.65625,7.580648848993911E-8,18000.0,85.0,84.91285666006856,-399.99999999999966,83.76623376623377,18000.0,680504.0,41.0,17.0,16.0,7.0,0.0,0.0,1.0,24.0
19000.0,0.6875,8.130795322358609E-8,19000.0,80.9,80.83872223370338,-768.1818181818172,80.12486992715921,19000.0,680504.0,41.0,17.0,16.0,7.0,0.0,0.0,1.0,24.0
