learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead,splits
1000.0,0.0,0.0,1000.0,37.0,35.47065451193281,37.0,30.0,1000.0,59856.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
2000.0,0.0,0.0,2000.0,63.2,62.521641715042264,63.2,59.111111111111114,2000.0,87584.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
3000.0,0.0,0.0,3000.0,60.6,59.5108416401192,60.6,56.222222222222214,3000.0,90376.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
4000.0,0.0,0.0,4000.0,50.3,48.784006595218464,50.3,44.77777777777778,4000.0,190128.0,13.0,7.0,7.0,3.0,0.0,0.0,1.0,6.0
5000.0,0.015625,8.437523825301064E-10,5000.0,32.800000000000004,29.396932128598447,32.800000000000004,25.333333333333336,5000.0,208736.0,13.0,7.0,7.0,3.0,0.0,0.0,1.0,6.0
6000.0,0.015625,8.437523825301064E-10,6000.0,40.2,37.7018439420773,40.2,33.55555555555556,6000.0,231512.0,15.0,8.0,8.0,4.0,0.0,0.0,1.0,7.0
7000.0,0.015625,8.437523825301064E-10,7000.0,61.5,61.1032531824611,61.5,57.22222222222222,7000.0,270056.0,17.0,9.0,9.0,5.0,0.0,0.0,1.0,8.0
8000.0,0.015625,8.437523825301064E-10,8000.0,61.9,61.50737522731865,61.9,57.666666666666664,8000.0,286688.0,17.0,9.0,9.0,5.0,0.0,0.0,1.0,8.0
9000.0,0.015625,8.437523825301064E-10,9000.0,30.099999999999998,27.369077306733164,30.099999999999998,22.33333333333333,9000.0,281272.0,19.0,10.0,10.0,5.0,0.0,0.0,1.0,9.0
10000.0,0.046875,3.1490991305973794E-9,10000.0,47.099999999999994,45.970789500561736,47.099999999999994,41.22222222222222,10000.0,285160.0,19.0,10.0,10.0,5.0,0.0,0.0,1.0,9.0
11000.0,0.078125,4.934392765992217E-9,11000.0,68.10000000000001,67.40907233346955,68.10000000000001,64.55555555555557,11000.0,220832.0,17.0,7.0,6.0,3.0,0.0,0.0,1.0,10.0
12000.0,0.109375,6.998113046089808E-9,12000.0,53.800000000000004,53.086921202274574,53.800000000000004,48.66666666666667,12000.0,255272.0,19.0,8.0,7.0,3.0,0.0,0.0,1.0,11.0
13000.0,0.140625,9.070564475324419E-9,13000.0,27.800000000000004,26.4765784114053,27.800000000000004,19.77777777777778,13000.0,256352.0,19.0,8.0,7.0,3.0,0.0,0.0,1.0,11.0
14000.0,0.140625,9.070564475324419E-9,14000.0,52.400000000000006,51.6210997052546,52.400000000000006,47.111111111111114,14000.0,256352.0,19.0,8.0,7.0,3.0,0.0,0.0,1.0,11.0
15000.0,0.203125,1.3697038715084394E-8,15000.0,67.80000000000001,67.19307182883342,67.80000000000001,64.22222222222223,15000.0,286136.0,23.0,10.0,9.0,4.0,0.0,0.0,1.0,13.0
16000.0,0.203125,1.3697038715084394E-8,16000.0,43.6,42.90342174529257,43.6,37.33333333333333,16000.0,288296.0,23.0,10.0,9.0,4.0,0.0,0.0,1.0,13.0
17000.0,0.203125,1.3697038715084394E-8,17000.0,38.1,37.6133843983068,38.1,31.222222222222225,17000.0,283488.0,25.0,11.0,10.0,5.0,0.0,0.0,1.0,14.0
18000.0,0.203125,1.3697038715084394E-8,18000.0,54.400000000000006,53.545232273838636,54.400000000000006,49.33333333333334,18000.0,314056.0,25.0,11.0,10.0,5.0,0.0,0.0,1.0,14.0
19000.0,0.203125,1.3697038715084394E-8,19000.0,48.5,47.92193346142178,48.5,42.77777777777778,19000.0,344000.0,27.0,12.0,11.0,6.0,0.0,0.0,1.0,15.0
20000.0,0.203125,1.3697038715084394E-8,20000.0,27.900000000000002,27.29656146011899,27.900000000000002,19.88888888888889,20000.0,347440.0,29.0,13.0,12.0,6.0,0.0,0.0,1.0,16.0
21000.0,0.265625,1.937758901880847E-8,21000.0,48.3,47.480698902884996,48.3,42.55555555555556,21000.0,351328.0,29.0,13.0,12.0,6.0,0.0,0.0,1.0,16.0
22000.0,0.296875,2.2664640305770767E-8,22000.0,67.4,66.89010765793216,67.4,63.777777777777786,22000.0,406592.0,31.0,14.0,13.0,6.0,0.0,0.0,1.0,17.0
