learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1000.0,0.0,0.0,1000.0,35.6,33.778920308483286,35.6,28.444444444444443,1000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000.0,0.0,0.0,2000.0,38.6,37.6902780596712,38.6,31.777777777777782,2000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3000.0,0.0,0.0,3000.0,28.499999999999996,27.462716850968853,28.499999999999996,20.555555555555554,3000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
4000.0,0.0,0.0,4000.0,28.299999999999997,28.120300751879697,28.299999999999997,20.33333333333333,4000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
5000.0,0.0625,5.29042962524626E-10,5000.0,13.700000000000001,10.893133711925659,13.700000000000001,4.111111111111112,5000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6000.0,0.078125,6.613037031557825E-10,6000.0,17.7,14.935400516795863,17.7,8.555555555555554,6000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
7000.0,0.109375,9.258251844180955E-10,7000.0,42.699999999999996,39.79827694893885,42.699999999999996,36.33333333333333,7000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
8000.0,0.125,1.058085925049252E-9,8000.0,35.9,33.36105624285268,35.9,28.77777777777778,8000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
9000.0,0.15625,1.322607406311565E-9,9000.0,17.4,12.314225053078557,17.4,8.22222222222222,9000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
10000.0,0.15625,1.322607406311565E-9,10000.0,12.8,4.34401053093462,12.8,3.1111111111111107,10000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
11000.0,0.15625,1.322607406311565E-9,11000.0,44.3,41.28188909972591,44.3,38.11111111111111,11000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
12000.0,0.203125,1.7193896282050344E-9,12000.0,24.7,21.644120707596255,24.7,16.333333333333332,12000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
13000.0,0.21875,1.851650368836191E-9,13000.0,9.5,8.797742618159832,9.5,-0.555555555555556,13000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
14000.0,0.234375,1.983911109467347E-9,14000.0,28.599999999999998,27.172582619339043,28.599999999999998,20.666666666666664,14000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
15000.0,0.28125,2.380693331360817E-9,15000.0,45.5,43.23507967920009,45.5,39.44444444444444,15000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
16000.0,0.28125,2.380693331360817E-9,16000.0,19.400000000000002,16.476683937823836,19.400000000000002,10.444444444444443,16000.0,32720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
