learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead,splits
1000.0,0.0,0.0,1000.0,48.6,35.016827354628596,33.246753246753244,15.875613747954171,1000.0,4320.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.0,0.0,2000.0,45.300000000000004,30.843881643159488,26.8716577540107,8.833333333333332,2000.0,4320.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.015625,1.746229827404022E-11,3000.0,44.2,29.541718121415535,28.8265306122449,8.674304418985269,3000.0,4320.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.03125,2.2118911147117615E-11,4000.0,43.6,28.20673405559395,28.061224489795915,7.389162561576352,4000.0,1152.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
5000.0,0.03125,2.2118911147117615E-11,5000.0,52.2,40.17349685910858,39.340101522842644,21.89542483660131,5000.0,12392.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
6000.0,0.03125,2.2118911147117615E-11,6000.0,54.7,45.243166274625466,42.875157629256,28.548895899053633,6000.0,12896.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
7000.0,0.03125,2.2118911147117615E-11,7000.0,53.0,42.76333736019641,38.802083333333336,23.701298701298704,7000.0,13136.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
8000.0,0.03125,2.2118911147117615E-11,8000.0,53.2,42.38532155269097,40.38216560509555,24.271844660194176,8000.0,13256.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
9000.0,0.03125,2.2118911147117615E-11,9000.0,54.300000000000004,44.15107805528432,41.10824742268042,25.448613376835244,9000.0,13256.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
10000.0,0.03125,2.2118911147117615E-11,10000.0,53.400000000000006,43.660132773481095,41.23581336696092,26.844583987441133,10000.0,13256.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
11000.0,0.03125,2.2118911147117615E-11,11000.0,54.50000000000001,43.476154390846865,43.68811881188119,26.01626016260163,11000.0,13256.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
12000.0,0.03125,2.2118911147117615E-11,12000.0,57.099999999999994,46.63316207844551,42.72363150867823,28.499999999999993,12000.0,13256.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
13000.0,0.03125,2.2118911147117615E-11,13000.0,55.50000000000001,43.79716459852863,40.90305444887119,23.670668953687834,13000.0,13376.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
14000.0,0.03125,2.2118911147117615E-11,14000.0,52.300000000000004,40.53807433114683,37.15415019762846,20.632279534109816,14000.0,16336.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
15000.0,0.03125,2.2118911147117615E-11,15000.0,55.1,43.397130272324105,42.65644955300129,24.664429530201346,15000.0,16984.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
16000.0,0.046875,9.212979219026036E-11,16000.0,52.1,42.30889671485902,38.35263835263836,24.447949526813883,16000.0,17320.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
17000.0,0.046875,9.212979219026036E-11,17000.0,53.2,43.50043763015724,39.9229781771502,25.120000000000005,17000.0,24072.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
18000.0,0.046875,9.212979219026036E-11,18000.0,54.1,43.51346262474111,42.4090338770389,26.79425837320575,18000.0,24936.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
19000.0,0.046875,9.212979219026036E-11,19000.0,52.6,41.1224008148461,36.63101604278075,20.2020202020202,19000.0,25056.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
20000.0,0.046875,9.212979219026036E-11,20000.0,53.300000000000004,42.72419430602451,40.05134788189988,23.9413680781759,20000.0,25056.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
21000.0,0.046875,9.212979219026036E-11,21000.0,51.7,42.037403275666755,39.32160804020101,24.29467084639499,21000.0,25176.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
22000.0,0.046875,9.212979219026036E-11,22000.0,54.300000000000004,43.68106476061372,41.85750636132316,25.448613376835244,22000.0,25296.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
23000.0,0.046875,9.212979219026036E-11,23000.0,53.7,43.7655692248272,41.97994987468672,26.15629984051037,23000.0,25696.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
24000.0,0.046875,9.212979219026036E-11,24000.0,55.2,46.218358267366796,42.71099744245525,29.559748427672965,24000.0,25816.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
25000.0,0.046875,9.212979219026036E-11,25000.0,51.0,39.08495659492367,37.57961783439491,19.407894736842106,25000.0,25816.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
26000.0,0.046875,9.212979219026036E-11,26000.0,56.39999999999999,45.90443199033227,44.458598726114644,27.81456953642383,26000.0,25816.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
27000.0,0.046875,9.212979219026036E-11,27000.0,56.699999999999996,46.5717708928437,44.48717948717948,28.782894736842096,27000.0,25816.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
28000.0,0.046875,9.212979219026036E-11,28000.0,48.8,38.73546163786914,35.435056746532155,20.62015503875969,28000.0,25936.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
29000.0,0.046875,9.212979219026036E-11,29000.0,44.5,33.946971914966554,29.118773946360154,13.551401869158882,29000.0,25936.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
30000.0,0.046875,9.212979219026036E-11,30000.0,49.2,39.287174056979225,37.821297429620564,23.030303030303028,30000.0,26056.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
31000.0,0.046875,9.212979219026036E-11,31000.0,45.9,35.95510938535846,32.96158612143743,18.401206636500753,31000.0,26056.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
32000.0,0.046875,9.212979219026036E-11,32000.0,48.6,40.87380237816149,35.830212234706615,26.780626780626783,32000.0,26056.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
33000.0,0.046875,9.212979219026036E-11,33000.0,46.9,38.649172630367616,35.8695652173913,24.78753541076487,33000.0,30120.0,13.0,7.0,7.0,3.0,0.0,0.0,1.0,6.0
34000.0,0.046875,9.212979219026036E-11,34000.0,54.800000000000004,46.944309131565205,42.92929292929294,32.53731343283583,34000.0,30360.0,13.0,7.0,7.0,3.0,0.0,0.0,1.0,6.0
35000.0,0.0625,2.458950297700034E-10,35000.0,53.800000000000004,44.70469674954579,42.67990074441688,28.92307692307693,35000.0,38040.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
36000.0,0.0625,2.458950297700034E-10,36000.0,57.9,50.99807949717744,48.28009828009827,36.78678678678678,36000.0,38568.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
37000.0,0.0625,2.458950297700034E-10,37000.0,57.3,51.264998567624666,48.677884615384606,37.664233576642324,37000.0,39088.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
38000.0,0.0625,2.458950297700034E-10,38000.0,57.099999999999994,50.33170087874682,47.61904761904761,34.40366972477064,38000.0,39088.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
39000.0,0.0625,2.458950297700034E-10,39000.0,59.599999999999994,52.69376236812215,49.8759305210918,38.78787878787878,39000.0,39088.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
40000.0,0.0625,2.458950297700034E-10,40000.0,59.3,51.772451286620935,49.31506849315068,35.29411764705882,40000.0,39088.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
41000.0,0.09375,5.628680810332298E-10,41000.0,56.49999999999999,49.07700610256475,46.029776674937956,34.58646616541352,41000.0,39208.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
42000.0,0.09375,5.628680810332298E-10,42000.0,62.0,55.836189453449606,52.141057934508815,42.24924012158055,42000.0,39328.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
43000.0,0.109375,7.225834350619051E-10,43000.0,60.5,54.8459446514164,51.82926829268292,42.166910688140554,43000.0,39512.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
44000.0,0.109375,7.225834350619051E-10,44000.0,59.8,53.7657348890435,50.55350553505535,39.18305597579424,44000.0,39512.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
