learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead,splits
1000.0,0.015625,9.341682824823592E-10,1000.0,55.400000000000006,54.63791700569569,54.81256332320162,47.34356552538371,1000.0,231104.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
2000.0,0.0625,4.961847379389737E-9,2000.0,64.4,63.857868020304565,64.22110552763819,58.36257309941521,2000.0,332136.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
3000.0,0.15625,1.5542447929167087E-8,3000.0,66.9,66.35836975302368,66.70020120724345,61.60092807424594,3000.0,436256.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
4000.0,0.203125,2.1815584558579657E-8,4000.0,57.3,56.415229151781155,56.868686868686865,50.348837209302324,4000.0,517304.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0,4.0
5000.0,0.21875,2.4237540654010243E-8,5000.0,59.3,58.380202474690655,58.76393110435664,53.00230946882216,5000.0,599168.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
6000.0,0.21875,2.4237540654010243E-8,6000.0,66.7,66.09996945943195,66.32962588473205,61.0981308411215,6000.0,659072.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
7000.0,0.21875,2.4237540654010243E-8,7000.0,59.4,58.51216022889842,59.113796576032215,52.403282532239146,7000.0,761640.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
8000.0,0.21875,2.4237540654010243E-8,8000.0,52.7,51.47224787113984,52.318548387096776,44.807467911318554,8000.0,774704.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
9000.0,0.25,3.0593687875403295E-8,9000.0,64.1,63.44939930767664,63.47914547304171,57.96252927400468,9000.0,786224.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
10000.0,0.375,5.886320852571063E-8,10000.0,58.3,57.42725880551301,57.62195121951219,51.56794425087108,10000.0,874200.0,15.0,8.0,8.0,4.0,0.0,0.0,1.0,7.0
11000.0,0.453125,7.815468254395656E-8,11000.0,53.800000000000004,52.78004905968929,53.28614762386249,46.589595375722546,11000.0,954504.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
12000.0,0.5,9.000896372728877E-8,12000.0,62.2,61.357595583725214,61.74089068825911,56.35103926096998,12000.0,977544.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
13000.0,0.546875,1.0306979270858897E-7,13000.0,67.0,66.40537513997761,66.66666666666667,61.53846153846154,13000.0,1077040.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
14000.0,0.65625,1.3365371463199456E-7,14000.0,55.50000000000001,54.5964697479849,54.86815415821501,48.31591173054588,14000.0,1080880.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
15000.0,0.75,1.5996163710951804E-7,15000.0,55.50000000000001,54.84983766233766,55.18630412890232,48.01401869158879,15000.0,1084720.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
16000.0,0.859375,1.9098017623441085E-7,16000.0,60.6,59.90230002035416,60.08105369807497,54.34530706836617,16000.0,1096240.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
17000.0,0.953125,2.1779101290222668E-7,17000.0,59.0,58.09484873262469,58.54398382204246,52.71049596309112,17000.0,1105456.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
18000.0,1.03125,2.40242192780392E-7,18000.0,46.9,46.036585365853654,46.52567975830815,37.67605633802816,18000.0,1110840.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
19000.0,1.109375,2.627709828731086E-7,19000.0,45.6,44.33074089234548,44.77157360406092,37.10982658959538,19000.0,1114680.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
20000.0,1.203125,2.899361101703511E-7,20000.0,44.6,43.28999897635377,43.81338742393509,34.82352941176472,20000.0,1120064.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
21000.0,1.28125,3.127289366804891E-7,21000.0,41.8,39.682868691056065,41.093117408906885,31.77022274325909,21000.0,1127744.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
22000.0,1.34375,3.309631978885995E-7,22000.0,46.0,44.07042982910409,45.50958627648839,37.282229965156795,22000.0,1127744.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
22950.0,1.4375,3.5850085421568817E-7,22950.0,51.0,49.66098212451202,50.65458207452165,43.48327566320646,22950.0,1135424.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
