learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead,splits
1000.0,0.046875,2.8025048474470775E-9,1000.0,55.400000000000006,54.63791700569569,54.81256332320162,47.34356552538371,1000.0,231104.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
2000.0,0.0625,4.1450645464162036E-9,2000.0,64.4,63.857868020304565,64.22110552763819,58.36257309941521,2000.0,332136.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
3000.0,0.1875,1.8252531946119335E-8,3000.0,66.9,66.35836975302368,66.70020120724345,61.60092807424594,3000.0,436256.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
4000.0,0.296875,3.2889850748082E-8,4000.0,57.3,56.415229151781155,56.868686868686865,50.348837209302324,4000.0,517304.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0,4.0
5000.0,0.296875,3.2889850748082E-8,5000.0,59.3,58.380202474690655,58.76393110435664,53.00230946882216,5000.0,599168.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
6000.0,0.34375,4.088215064257383E-8,6000.0,66.7,66.09996945943195,66.32962588473205,61.0981308411215,6000.0,659072.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
7000.0,0.40625,5.3196951436499746E-8,7000.0,59.4,58.51216022889842,59.113796576032215,52.403282532239146,7000.0,761640.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
8000.0,0.484375,6.885448884632852E-8,8000.0,52.7,51.47224787113984,52.318548387096776,44.807467911318554,8000.0,774704.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
9000.0,0.578125,8.792293051050768E-8,9000.0,64.1,63.44939930767664,63.47914547304171,57.96252927400468,9000.0,786224.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
10000.0,0.65625,1.0559138091694977E-7,10000.0,58.3,57.42725880551301,57.62195121951219,51.56794425087108,10000.0,874200.0,15.0,8.0,8.0,4.0,0.0,0.0,1.0,7.0
11000.0,0.734375,1.248828549351957E-7,11000.0,53.800000000000004,52.78004905968929,53.28614762386249,46.589595375722546,11000.0,954504.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
12000.0,0.8125,1.446399902407494E-7,12000.0,62.2,61.357595583725214,61.74089068825911,56.35103926096998,12000.0,977544.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
13000.0,0.90625,1.707616482033498E-7,13000.0,67.0,66.40537513997761,66.66666666666667,61.53846153846154,13000.0,1077040.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
14000.0,0.96875,1.8823817501672442E-7,14000.0,55.50000000000001,54.5964697479849,54.86815415821501,48.31591173054588,14000.0,1080880.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
15000.0,1.03125,2.0577679000174008E-7,15000.0,55.50000000000001,54.84983766233766,55.18630412890232,48.01401869158879,15000.0,1084720.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
16000.0,1.125,2.3236410925164822E-7,16000.0,60.6,59.90230002035416,60.08105369807497,54.34530706836617,16000.0,1096240.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
17000.0,1.171875,2.4576952758555614E-7,17000.0,59.0,58.09484873262469,58.54398382204246,52.71049596309112,17000.0,1105456.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
18000.0,1.25,2.6822070746372145E-7,18000.0,46.9,46.036585365853654,46.52567975830815,37.67605633802816,18000.0,1110840.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
19000.0,1.359375,2.997610135935247E-7,19000.0,45.6,44.33074089234548,44.77157360406092,37.10982658959538,19000.0,1114680.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
20000.0,1.453125,3.269261408907672E-7,20000.0,44.6,43.28999897635377,43.81338742393509,34.82352941176472,20000.0,1120064.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
21000.0,1.53125,3.497189674009052E-7,21000.0,41.8,39.682868691056065,41.093117408906885,31.77022274325909,21000.0,1127744.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
22000.0,1.609375,3.7251179391104316E-7,22000.0,46.0,44.07042982910409,45.50958627648839,37.282229965156795,22000.0,1127744.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
22950.0,1.6875,3.954598408502837E-7,22950.0,51.0,49.66098212451202,50.65458207452165,43.48327566320646,22950.0,1135424.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0,9.0
